#, ,x,_,m,|,|,y,_,m,|,|,w,_,t,r,_,r,i,g,h,t,_,m,|,|,w,_,t,r,_,l,e,f,t,_,m
16.77751,52.70623,6.0,6.0
16.06903,54.7067,6.0,6.0
15.2517,56.68227,6.0,6.0
14.32446,58.4542,6.0,6.0
13.21245,60.12045,6.0,6.0
11.80017,61.73835,6.0,6.0
10.16957,63.1145,6.0,6.0
8.351164,64.12405,6.0,6.0
6.432357,64.76791,6.0,6.0
4.344961,65.01859,6.0,6.0
2.265763,64.86698,6.0,6.0
0.2004294,64.45042,6.0,6.0
-1.72186,63.87208,6.0,6.0
-3.628681,63.12202,6.0,6.0
-5.537752,62.25173,6.0,6.0
-7.460679,61.32956,6.0,6.0
-9.265133,60.45179,6.0,6.0
-11.06326,59.54649,6.0,6.0
-12.91576,58.54073,6.0,6.0
-14.62236,57.42829,6.0,6.0
-16.24483,56.1119,6.0,6.0
-17.70813,54.71985,6.0,6.0
-19.00378,53.13349,6.0,6.0
-20.0493,51.3289,6.0,6.0
-20.77597,49.36533,6.0,6.0
-21.17269,47.2958,6.0,6.0
-21.2045,45.27198,6.0,6.0
-21.04324,43.17813,6.0,6.0
-20.84751,41.0661,6.0,6.0
-20.63233,38.97628,6.0,6.0
-20.41558,36.86518,6.0,6.0
-20.29239,34.81602,6.0,6.0
-20.37069,32.74173,6.0,6.0
-20.73438,30.70713,6.0,6.0
-21.32927,28.73049,6.0,6.0
-21.9754,26.76963,6.0,6.0
-22.74326,24.76568,6.0,6.0
-23.726,22.97286,6.0,6.0
-25.01791,21.33299,6.0,6.0
-26.50161,19.93316,6.0,6.0
-28.11926,18.70299,6.0,6.0
-29.85512,17.54897,6.0,6.0
-31.70997,16.53775,6.0,6.0
-33.69021,15.85366,6.0,6.0
-35.68226,15.56529,6.0,6.0
-37.70469,15.58178,6.0,6.0
-39.7313,15.77093,6.0,6.0
-41.75898,16.17196,6.0,6.0
-43.75106,16.83941,6.0,6.0
-45.64982,17.70891,6.0,6.0
-47.44059,18.67402,6.0,6.0
-49.2058,19.73691,6.0,6.0
-50.92971,20.86193,6.0,6.0
-52.60225,22.00153,6.0,6.0
-54.26122,23.19786,6.0,6.0
-55.92274,24.51254,6.0,6.0
-57.46166,25.86374,6.0,6.0
-58.97513,27.3523,6.0,6.0
-60.28664,28.91867,6.0,6.0
-61.42464,30.59407,6.0,6.0
-62.51804,32.34869,6.0,6.0
-63.56005,34.16941,6.0,6.0
-64.48747,36.07014,6.0,6.0
-65.25471,37.92382,6.0,6.0
-65.97018,39.80801,6.0,6.0
-66.63728,41.72295,6.0,6.0
-67.1703,43.68102,6.0,6.0
-67.47569,45.6866,6.0,6.0
-67.58325,47.74229,6.0,6.0
-67.59909,49.81773,6.0,6.0
-67.56265,51.82203,6.0,6.0
-67.45855,53.9067,6.0,6.0
-67.28816,55.98687,6.0,6.0
-66.99847,58.06007,6.0,6.0
-66.59141,60.0208,6.0,6.0
-66.0668,62.04453,6.0,6.0
-65.48638,64.00571,6.0,6.0
-64.81274,66.02083,6.0,6.0
-64.1322,67.94538,6.0,6.0
-63.44734,69.92978,6.0,6.0
-62.76552,71.96,6.0,6.0
-62.02088,73.96829,6.0,6.0
-61.17548,75.9341,6.0,6.0
-60.23833,77.85578,6.0,6.0
-59.23107,79.71012,6.0,6.0
-58.16711,81.46877,6.0,6.0
-57.05153,83.15225,6.0,6.0
-55.84534,84.91448,6.0,6.0
-54.67632,86.64204,6.0,6.0
-53.55239,88.33555,6.0,6.0
-52.4343,90.00632,6.0,6.0
-51.21246,91.72468,6.0,6.0
-49.92386,93.30605,6.0,6.0
-48.57254,94.78587,6.0,6.0
-47.17823,96.24747,6.0,6.0
-45.74949,97.69654,6.0,6.0
-44.28056,99.12418,6.0,6.0
-42.74681,100.5225,6.0,6.0
-41.15914,101.7958,6.0,6.0
-39.51015,102.9358,6.0,6.0
-37.70793,104.0155,6.0,6.0
-35.92092,104.9398,6.0,6.0
-34.05787,105.7487,6.0,6.0
-32.14915,106.4301,6.0,6.0
-30.22654,106.9908,6.0,6.0
-28.13237,107.4663,6.0,6.0
-26.04459,107.808,6.0,6.0
-23.95468,107.9875,6.0,6.0
-21.87377,108.0091,6.0,6.0
-19.79699,107.8803,6.0,6.0
-17.73939,107.6388,6.0,6.0
-15.70803,107.2909,6.0,6.0
-13.70149,106.8438,6.0,6.0
-11.72147,106.3006,6.0,6.0
-9.772414,105.6731,6.0,6.0
-7.850873,104.9955,6.0,6.0
-5.94194,104.3718,6.0,6.0
-3.906576,103.8287,6.0,6.0
-1.914444,103.3681,6.0,6.0
0.1586602,102.9511,6.0,6.0
2.14668,102.7103,6.0,6.0
4.147189,102.5788,6.0,6.0
6.155519,102.3875,6.0,6.0
8.250525,102.2299,6.0,6.0
10.29348,102.1654,6.0,6.0
12.34819,102.1563,6.0,6.0
14.34755,102.2221,6.0,6.0
16.42387,102.1592,6.0,6.0
18.47561,101.9733,6.0,6.0
20.55087,101.7518,6.0,6.0
22.64553,101.6756,6.0,6.0
24.68358,101.665,6.0,6.0
26.77509,101.583,6.0,6.0
28.87219,101.5458,6.0,6.0
30.95744,101.5344,6.0,6.0
32.97749,101.4271,6.0,6.0
35.04539,101.1933,6.0,6.0
37.02233,100.9008,6.0,6.0
39.02412,100.507,6.0,6.0
41.04669,100.1263,6.0,6.0
43.0489,99.6539,6.0,6.0
45.02957,98.97192,6.0,6.0
46.86867,98.09267,6.0,6.0
48.5499,97.00933,6.0,6.0
50.05719,95.63628,6.0,6.0
51.3147,94.06369,6.0,6.0
52.47806,92.3676,6.0,6.0
53.50809,90.60019,6.0,6.0
54.30587,88.74319,6.0,6.0
54.85109,86.79171,6.0,6.0
55.16377,84.73354,6.0,6.0
55.31776,82.70854,6.0,6.0
55.37404,80.62446,6.0,6.0
55.33302,78.6217,6.0,6.0
55.22667,76.57731,6.0,6.0
55.04363,74.53982,6.0,6.0
54.805,72.53401,6.0,6.0
54.50823,70.43037,6.0,6.0
54.23048,68.36511,6.0,6.0
54.03191,66.33682,6.0,6.0
53.93681,64.21362,6.0,6.0
53.86251,62.13628,6.0,6.0
53.76974,60.08282,6.0,6.0
53.6802,58.06328,6.0,6.0
53.65033,55.95702,6.0,6.0
53.65884,53.88202,6.0,6.0
53.65868,51.83438,6.0,6.0
53.68077,49.82028,6.0,6.0
53.7152,47.72712,6.0,6.0
53.74485,45.71064,6.0,6.0
53.7727,43.65688,6.0,6.0
53.80178,41.58435,6.0,6.0
53.83257,39.50485,6.0,6.0
53.86471,37.4338,6.0,6.0
